tag,category,count,insert_mode
"tsugubumi (rountain), original, animal_ear_fluff, dog_girl, 1girl, breasts, small_breasts, animal_ears, hooded_jacket, jacket, dog_ears, hood, solo, short_hair, lightning_bolt_hair_ornament, shorts, bed, cat_ears, orange_hair, pillow, navel, hair_ornament",4,19,phrase
"tsugumi-chan (sora), original, 1girl, cat girl, cat ears, cat tail, tail raised, red eyes, hair between eyes, grey hair, braid, hair ribbon, long sleeves, black ribbon",4,41,phrase
"tsugumi (guilty crown), guilty crown, 1girl, cat ears, purple eyes, blue eyes, long hair, black hair, bodysuit",4,124,phrase
"tsugumi seishirou, nisekoi, 1girl, red eyes, hair between eyes, mole under eye, short hair, blue hair, hair bow, large breasts",4,229,phrase
"tsugumi takakura, super robot wars",4,34,phrase
"tsugumori, sidonia no kishi",4,33,phrase
"tsuina-chan, voiceroid, 1girl, pointy ears, yellow eyes, pink hair, very long hair, long hair, curtained hair, ahoge, sidelocks, twintails, twin drills",4,61,phrase
"tsuji airi, original",4,53,phrase
"tsuji aya, jojo no kimyou na bouken",4,38,phrase
"tsuji renta, girls und panzer",4,605,phrase
"tsuji shinnosuke, world trigger",4,57,phrase
"tsuji tatsuya, supokon! sports wear complex",4,40,phrase
"tsujidou miyuri, seikon no qwaser",4,30,phrase
"tsujigaito satoha, saki",4,35,phrase
"tsujimoto natsumi, taiho shichauzo, 1girl, green eyes, brown hair, short hair, large breasts, policewoman, policewoman",4,238,phrase
"tsujino akari, idolmaster, 1girl, red eyes, brown hair, antenna hair, long hair, very long hair, medium breasts",4,698,phrase
"tsukahara hibiki, amagami, 1girl, black eyes, black hair, short hair, ponytail, large breasts, medium breasts, competition swimsuit",4,470,phrase
"tsukahara shizuku, cinderella series",4,49,phrase
"tsukamoto shuuichi, hibike! euphonium",4,86,phrase
"tsukamoto tenma, school rumble, 1girl, blue eyes, long hair, black hair, two side up, school uniform, school uniform",4,209,phrase
"tsukamoto yakumo, school rumble, 1girl, red eyes, black hair, short hair, bob cut, large breasts, school uniform, school uniform",4,246,phrase
"tsukasa (.hack//), .hack//, 1boy, purple eyes, grey hair, hat",4,52,phrase
"tsuki (akatsuki no goei), akatsuki no goei, 1girl, maid, maid, maid headdress, green eyes, purple hair, cat hair ornament, twin braids, braid, ass, white thighhighs, wrist cuffs, lace",4,34,phrase
"tsuki jin, houseki no kuni, 1other, white skin, blue eyes, blue hair, short hair, long hair, aqua hair, gem uniform (houseki no kuni), gem uniform (houseki no kuni), short sleeves",4,57,phrase
"tsuki no iwakasa, touhou",4,55,phrase
"tsukidate chiyo, strawberry panic!",4,75,phrase
"tsukihiko (kagerou project), kagerou project",4,39,phrase
"tsukihime souka, tsukihime",4,39,phrase
"tsukikage yuri, precure, 1girl, blue eyes, purple eyes, purple hair, long hair, hair flower, magical girl, magical girl, heart brooch",4,1454,phrase
"tsukikawa chili, pretty series, 1girl, blue eyes, purple eyes, long hair, green hair, two side up, blunt bangs, idol clothes, long sleeves, bare shoulders, blunt ends",4,229,phrase
"tsukikawa chili (normal), pretty series, 1girl, purple eyes, long hair, brown hair, two side up, ahoge, blunt bangs, long sleeves, blunt ends",4,88,phrase
"tsukikusa megumi, meshimase idol",4,43,phrase
"tsukimi (shironeko project), shironeko project, 1girl, rabbit ears, hair between eyes, blue eyes, green eyes, blonde hair, very long hair, rabbit hair ornament, ahoge, long sleeves",4,30,phrase
"tsukimi (yukinagi), original, 1girl, rabbit ears, red eyes, very long hair, long hair, black hair, kimono",4,37,phrase
"tsukimi eiko, paripi koumei, 1girl, blue eyes, blonde hair, long hair, twin braids, blunt bangs, large breasts, medium breasts, thighs, baseball cap, white shirt, black headwear, multicolored jacket, black shorts, open jacket, long sleeves",4,223,phrase
"tsukimi yuzuki (zhen lu), original, 1girl, large_breasts, breasts, jewelry",4,13,phrase
"tsukimiya ayu, kanon, 1girl, red eyes, brown hair, short hair, hairband, wings, wings, backpack, brown mittens",4,808,phrase
"tsukimiya kaede, miraroma, 1girl, purple eyes, long hair, black hair, hair bow, large breasts, medium breasts, miko, miko",4,39,phrase
"tsukimiya miyabi, idolmaster, 1girl, brown eyes, brown hair, short hair, wavy hair, medium breasts, large breasts",4,91,phrase
"tsukimiya ringo, uta no prince-sama, 1boy, blue eyes, pink hair, long hair, hairband",4,64,phrase
"tsukimori kousuke, chou shittou caduceus",4,35,phrase
"tsukimori madoka, fatal frame",4,80,phrase
"tsukimura mayu, goshuushou-sama ninomiya-kun, 1girl, blue eyes, pink hair, long hair, large breasts, cleavage",4,88,phrase
"tsukimura suzuka, lyrical nanoha, 1girl, blue eyes, purple hair, long hair, hairband",4,421,phrase
"tsukimura temari, gakuen idolmaster, 1girl, green eyes, hair between eyes, green hair, long hair, very long hair, antenna hair, hair flaps",4,636,phrase
"tsukinaga leo, ensemble stars!, 1boy, green eyes, orange hair, short hair, medium hair, low ponytail, parted bangs, long sleeves",4,267,phrase
"tsukinaga ruka, ensemble girls!",4,45,phrase
"tsukinami kasumi, original",4,54,phrase
"tsukine kona, real life",4,77,phrase
"tsukino (monster hunter), monster hunter (series)",4,31,phrase
"tsukino (show by rock!!), show by rock!!, 1girl, bear girl, bear ears, bear tail, blue eyes, blue hair, long hair, very long hair, spade hair ornament, ahoge, dyed ahoge, blunt bangs, hairclip, medium breasts, bare shoulders",4,65,phrase
"tsukino mito, nijisanji, 1girl, blue eyes, black hair, long hair, hairclip, school uniform, school uniform, long sleeves, virtual youtuber, virtual youtuber, blazer",4,2859,phrase
"tsukino mito (13th costume), nijisanji, 1girl, animal ear headphones, rabbit ears, rabbit ear headphones, blue eyes, black hair, long hair, very long hair, hairclip, black gloves, black jacket, white shirt, long sleeves, virtual youtuber, virtual youtuber, headset",4,32,phrase
"tsukino mito (14th costume), nijisanji, 1girl, mouth mask, blue eyes, purple eyes, black hair, long hair, twintails, hair ribbon, hairclip, black skirt, high-waist skirt, white shirt, black mask, blue ribbon, long sleeves, shoulder cutout, black bowtie, virtual youtuber, virtual youtuber, jirai kei, twin drills, jirai kei",4,89,phrase
"tsukino mito (1st costume), nijisanji, 1girl, blue eyes, black hair, long hair, very long hair, hairclip, school uniform, school uniform, black jacket, white thighhighs, collared shirt, plaid skirt, white shirt, pleated skirt, long sleeves, pink bowtie, virtual youtuber, virtual youtuber, blazer",4,1424,phrase
"tsukino mito (2nd costume), nijisanji, 1girl, blue eyes, black hair, long hair, very long hair, twin braids, hairclip, medium breasts, white skirt, long sleeves, virtual youtuber, virtual youtuber, necklace",4,51,phrase
"tsukino mito (3rd costume), nijisanji, 1girl, blue eyes, purple eyes, black hair, long hair, twin braids, hairclip, school uniform, school uniform, white shirt, collared shirt, sweater vest, pleated skirt, plaid skirt, short sleeves, pink bowtie, virtual youtuber, virtual youtuber",4,156,phrase
"tsukino mito (4th costume), nijisanji, 1girl, blue eyes, glasses, round eyewear, long hair, black hair, twin braids, hair bow, hair flower, hairclip, red kimono, print kimono, red kimono, red bow, long sleeves, wide sleeves, virtual youtuber, virtual youtuber",4,33,phrase
"tsukino mito (5th costume), nijisanji, 1girl, blue eyes, purple eyes, black hair, long hair, blunt bangs, hairclip, black serafuku, pleated skirt, black skirt, black pantyhose, black shirt, black sailor collar, long sleeves, virtual youtuber, virtual youtuber, hime cut, red neckerchief",4,44,phrase
"tsukino mito (6th costume), nijisanji, 1girl, blue eyes, purple eyes, black hair, long hair, hairclip, red scarf, plaid scarf, duffel coat, brown coat, pleated skirt, long sleeves, virtual youtuber, virtual youtuber, enpera, breath",4,30,phrase
"tsukino mito (9th costume), nijisanji, 1girl, maid, maid headdress, maid, maid apron, rabbit ears, blue eyes, black hair, long hair, twin braids, low twintails, hair bow, hairclip, medium breasts, white thighhighs, red dress, white apron, frilled apron, black footwear, puffy short sleeves, red bow, virtual youtuber, virtual youtuber, wrist cuffs",4,36,phrase
"tsukino mito (china dress), nijisanji, 1girl, blue eyes, red hair, black hair, long hair, gradient hair, very long hair, braided hair rings, double bun, twin braids, bun cover, hair rings, chinese clothes, china dress, chinese clothes, white thighhighs, red dress, detached sleeves, wide sleeves, long sleeves, virtual youtuber, virtual youtuber",4,43,phrase
"tsukino mito (loungewear), nijisanji, 1girl, rabbit ears, purple eyes, blue eyes, black eyes, eye mask, black hair, long hair, short hair, straight hair, sidelocks, blunt bangs, navel, collarbone, sleep mask, mask on head, purple shirt, purple shorts, sleeveless shirt, frilled shorts, cropped shirt, jacket, frilled shirt, long sleeves, off shoulder, virtual youtuber, virtual youtuber, pajamas, open cardigan, midriff, grey cardigan, fur trim, stomach, pajamas",4,50,phrase
"tsukino shizuku, hoshiiro girldrop",4,47,phrase
"tsukino usagi, bishoujo senshi sailor moon, 1girl, blue eyes, blonde hair, long hair, very long hair, twintails, double bun, parted bangs, sailor senshi uniform, blue sailor collar, red choker, crescent earrings, magical girl, magical girl",4,5414,phrase
"tsukinogi (arknights), arknights, 1girl, deer ears, horns, brown eyes, black hair, long hair, large breasts, off shoulder, bare shoulders, long sleeves, nail polish, deer antlers, antlers, oripathy lesion (arknights), deer girl",4,51,phrase
"tsukinoki tirol, nanashi inc., 1girl, horns, deer ears, green eyes, blue eyes, blonde hair, long hair, very long hair, multicolored hair, blue hair, medium bangs, brown capelet, white shirt, long sleeves, virtual youtuber, virtual youtuber, antlers, deer antlers, deer girl",4,46,phrase
"tsukioka (40hara), original",4,134,phrase
"tsukioka chino, assault_lily, 1girl, yellow_eyes, black_hair, solo, long_hair, hair_ornament, long_sleeves, x_hair_ornament, off_shoulder, brown_pantyhose, blue_sailor_collar, pantyhose, hair_ribbon, ribbon, sailor_collar, white_shirt, serafuku",4,21,phrase
"tsukioka kogane, idolmaster, 1girl, brown eyes, brown hair, long hair, swept bangs, ponytail, hair bow, hair ribbon, large breasts, cleavage, thighs, collarbone, bare shoulders",4,1747,phrase
"tsukioka lucy, ayakashi triangle, 1girl, green eyes, eyelashes, long hair, blonde hair, asymmetrical hair, braided bangs, single braid, hair ribbon, hair ornament, small breasts, school uniform",4,30,phrase
"tsukioka momiji, assault lily",4,65,phrase
"tsukisaka sayu, re:stage!, 1girl, fang, blue eyes, aqua eyes, purple hair, long hair, high ponytail, sidelocks, small breasts, medium breasts, dot nose",4,147,phrase
"tsukishima hajime, golden kamuy, 1boy, black eyes, black hair, short hair, military uniform, military uniform, long sleeves, stubble, buzz cut, goatee, goatee stubble, imperial japanese army, muscular male",4,704,phrase
"tsukishima kei, haikyuu!!, 1boy, brown eyes, yellow eyes, glasses, blonde hair, short hair, volleyball uniform, karasuno volleyball uniform, collared shirt, long sleeves",4,180,phrase
"tsukishima kirari, kirarin revolution",4,43,phrase
"tsukishima koko, da capo, 1girl, blue eyes, short hair, orange hair, large breasts, cleavage, school uniform, school uniform, thighhighs, lingerie",4,69,phrase
"tsukishima maira, mewkledreamy, 1girl, blue eyes, star in eye, long hair, brown hair, light brown hair, wavy hair, blunt bangs, medium breasts, small breasts, navel, school uniform, school uniform, earrings, ichigo junior high uniform",4,109,phrase
"tsukishima riho, megami no kafeterasu, 1girl, maid, maid headdress, maid, green eyes, hair between eyes, long hair, orange hair, twintails, medium breasts, small breasts, striped clothes, vertical-striped clothes, waitress",4,35,phrase
"tsukishima ruriko, shizuku (game), 1girl, blue eyes, empty eyes, short hair, blue hair, serafuku, school uniform, serafuku, pleated skirt, green skirt, white sailor collar",4,39,phrase
"tsukishima shijima, shimeji simulation, 1girl, blue eyes, hair between eyes, long hair, black hair, serafuku, mushroom on head",4,132,phrase
"tsukishima shizuku, mimi wo sumaseba, 1girl, brown eyes, short hair, brown hair, feet, school uniform",4,90,phrase
"tsukishima yui (hachigatsu no cinderella nine), cinderella series",4,53,phrase
"tsukishiro hitomi, irozuku sekai no ashita kara, 1girl, brown eyes, hair between eyes, grey hair, very long hair, long hair, school uniform, school uniform, white shirt, blue skirt, short sleeves, single earring",4,76,phrase
"tsukishiro mina, getsumento heiki miina, 1girl, rabbit ears, red eyes, brown hair, short hair, hairband, gloves, midriff",4,60,phrase
"tsukishiro mona (shiromanta), senpai ga uzai kouhai no hanashi, 1girl, office lady, office lady, blue eyes, brown hair, short hair, parted bangs, medium breasts, white shirt, collared shirt, long sleeves, forehead",4,77,phrase
"tsukishiro monaka, heaven burns red",4,35,phrase
"tsukishiro yanagi, zenless zone zero",4,63,phrase
"tsukishiro yukito, cardcaptor sakura",4,129,phrase
"tsukishita kaoru, holostars, 1boy, purple eyes, pink hair, long hair, black hairband, sidelocks, hair bow, black jacket, turtleneck sweater, white sweater, off shoulder, long sleeves, virtual youtuber, virtual youtuber",4,86,phrase
"tsukitsuba ginko, isekai samurai, 1girl, hair between eyes, red eyes, long hair, messy hair, brown hair, ponytail, hair ribbon, hair bow, scar on nose, kimono, katana, samurai, samurai",4,53,phrase
"tsukiumi, sekirei, 1girl, blue eyes, blonde hair, long hair, hair intakes, large breasts, cleavage, thigh strap",4,192,phrase
"tsukiyama minako, maria-sama ga miteru, 1girl, brown eyes, brown hair, ponytail",4,50,phrase
"tsukiyama sena, noble works, 1girl, yellow eyes, hair between eyes, green hair, short hair, medium hair, sidelocks, large breasts",4,36,phrase
"tsukiyama shuu, tokyo ghoul, 1boy, red eyes, hair between eyes, short hair, blue hair, purple hair, long sleeves, formal, formal",4,87,phrase
"tsukiyomi ikuto, shugo chara!",4,71,phrase
"tsukiyono ruli, digimon",4,49,phrase
"tsukuda akemi, original",4,36,phrase
"tsukumi tsumugi, original, 1girl, hair between eyes, purple eyes, brown eyes, light brown hair, medium hair, long hair, brown hair, medium breasts, collarbone, blue jacket, long sleeves, bare shoulders, off shoulder, black choker, earrings, black camisole",4,37,phrase
"tsukumo benben, touhou, 1girl, purple eyes, purple hair, long hair, twintails, hair flower, barefoot, long sleeves, biwa lute, chain",4,1523,phrase
"tsukumo kana, cinderella series",4,86,phrase
